Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
18732,,X,Li,"Key Laboratory of Quality and Safety Control for Subtropical Fruit and Vegetable, Ministry of Agriculture and Rural Affairs, Collaborative Innovation Center for Efficient and Green Production of Agriculture in Mountainous Areas of Zhejiang Province, College of Horticulture Science, Zhejiang A&F University, Hangzhou 311300, China.",China,Zhejiang A&F University
18733,,SB,Hong,"Department of Biotechnology, University of Houston Clear Lake, Houston, TX 77058-1098, USA.",USA,University of Houston Clear Lake
18734,,J,Deng,"College of Advanced Agricultural Sciences, Zhejiang A&F University, Hangzhou 311300, China.",China,Zhejiang A&F University
18735,,Z,Zhu,"Key Laboratory of Quality and Safety Control for Subtropical Fruit and Vegetable, Ministry of Agriculture and Rural Affairs, Collaborative Innovation Center for Efficient and Green Production of Agriculture in Mountainous Areas of Zhejiang Province, College of Horticulture Science, Zhejiang A&F University, Hangzhou 311300, China.",China,Zhejiang A&F University
18736,,Y,Zang,"Key Laboratory of Quality and Safety Control for Subtropical Fruit and Vegetable, Ministry of Agriculture and Rural Affairs, Collaborative Innovation Center for Efficient and Green Production of Agriculture in Mountainous Areas of Zhejiang Province, College of Horticulture Science, Zhejiang A&F University, Hangzhou 311300, China.",China,Zhejiang A&F University
18737,,MA,Islam,"State Key Laboratory of Sustainable Dryland Agriculture, College of Agronomy, Shanxi Agricultural University, Taigu 030801, China.",China,Shanxi Agricultural University
18738,,MM,Rahman,"Graduate School of Biotechnology and Crop Biotech Institute, Kyung Hee University, Yongin 17104, Korea.",Korea,Kyung Hee University
18739,,MM,Rahman,"Graduate School of Biotechnology and Crop Biotech Institute, Kyung Hee University, Yongin 17104, Korea.",Korea,Kyung Hee University
18740,,X,Jin,"State Key Laboratory of Sustainable Dryland Agriculture, College of Agronomy, Shanxi Agricultural University, Taigu 030801, China.",China,Shanxi Agricultural University
18741,,L,Sun,"State Key Laboratory of Sustainable Dryland Agriculture, College of Agronomy, Shanxi Agricultural University, Taigu 030801, China.",China,Shanxi Agricultural University
18742,,K,Zhao,"State Key Laboratory of Sustainable Dryland Agriculture, College of Agronomy, Shanxi Agricultural University, Taigu 030801, China.",China,Shanxi Agricultural University
18743,,S,Wang,"State Key Laboratory of Sustainable Dryland Agriculture, College of Agronomy, Shanxi Agricultural University, Taigu 030801, China.",China,Shanxi Agricultural University
18744,,A,Sikdar,"Department of Agroforestry and Environmental Science, Sylhet Agricultural University, Sylhet 3100, Bangladesh.",Bangladesh,Sylhet Agricultural University
18745,,H,Noor,"State Key Laboratory of Sustainable Dryland Agriculture, College of Agronomy, Shanxi Agricultural University, Taigu 030801, China.",China,Shanxi Agricultural University
18746,,JS,Jeon,"Graduate School of Biotechnology and Crop Biotech Institute, Kyung Hee University, Yongin 17104, Korea.",Korea,Kyung Hee University
18747,,W,Zhang,"State Key Laboratory of Sustainable Dryland Agriculture, College of Agronomy, Shanxi Agricultural University, Taigu 030801, China.",China,Shanxi Agricultural University
18748,,D,Sun,"State Key Laboratory of Sustainable Dryland Agriculture, College of Agronomy, Shanxi Agricultural University, Taigu 030801, China.",China,Shanxi Agricultural University
18749,,S,Lee,"Department of Agricultural Biotechnology, National Institute of Agricultural Science, Jeonju 54896, Republic of Korea.",Republic of Korea,National Institute of Agricultural Science
18750,,MM,Rahman,"Graduate School of Green-Bio Science and Crop Biotech Institute, Kyung Hee University, Yongin 17104, Republic of Korea.",Republic of Korea,Kyung Hee University
18751,,H,Nakanishi,"Department of Global Agricultural Sciences, Graduate School of Agricultural and Life Sciences, The University of Tokyo, Tokyo 113-8655, Japan.",Japan,The University of Tokyo
18752,,NK,Nishizawa,"Research Institute for Bioresources and Biotechnology, Ishikawa Prefectural University, Nonoichi 921-8836, Japan.",Japan,Ishikawa Prefectural University
18753,,G,An,"Graduate School of Green-Bio Science and Crop Biotech Institute, Kyung Hee University, Yongin 17104, Republic of Korea.",Republic of Korea,Kyung Hee University
18754,,HG,Nam,"Department of New Biology, DGIST, Daegu 42988, Republic of Korea.",Republic of Korea,Unparsed
18755,,JS,Jeon,"Graduate School of Green-Bio Science and Crop Biotech Institute, Kyung Hee University, Yongin 17104, Republic of Korea.",Republic of Korea,Kyung Hee University
18756,,K,Djayanti,"College of Pharmacy and Inje Institute of Pharmaceutical Sciences and Research, Inje University, 197 Injero, Gimhae 50834, Republic of Korea.",Republic of Korea,Inje University
18757,,P,Maharjan,"Drug Delivery Disposition and Dynamics-Monash Institute of Pharmaceutical Sciences, Monash University (Parkville Campus), 381 Royal Parade, Parkville, VIC 3052, Australia.",Australia,Monash University (Parkville Campus)
18758,,KH,Cho,"College of Pharmacy and Inje Institute of Pharmaceutical Sciences and Research, Inje University, 197 Injero, Gimhae 50834, Republic of Korea.",Republic of Korea,Inje University
18759,,S,Jeong,"Institute for Digital Antiaging and Healthcare, Inje University, Gimhae 50834, Republic of Korea.",Republic of Korea,Inje University
18760,,MS,Kim,"College of Pharmacy and Inje Institute of Pharmaceutical Sciences and Research, Inje University, 197 Injero, Gimhae 50834, Republic of Korea.",Republic of Korea,Inje University
18761,,MC,Shin,"College of Pharmacy and Research Institute of Pharmaceutical Sciences, Gyeongsang National University, 501 Jinju Daero, Jinju 52828, Republic of Korea.",Republic of Korea,Gyeongsang National University
18762,,KA,Min,"College of Pharmacy and Inje Institute of Pharmaceutical Sciences and Research, Inje University, 197 Injero, Gimhae 50834, Republic of Korea.",Republic of Korea,Inje University
18763,,M,Gabriele,"Italian National Research Council, Institute of Agricultural Biology and Biotechnology, Via Moruzzi 1, 56124 Pisa, Italy.",Italy,Institute of Agricultural Biology and Biotechnology
18764,,N,Arouna,"Department of Agricultural Sciences, University of Naples Federico II, Via Università 100, 80055 Naples, Italy.",Italy,University of Naples Federico II
18765,,J,Árvay,"Institute of Food Sciences, Faculty of Biotechnology and Food Sciences, Slovak University of Agriculture, 949 76 Nitra, Slovakia.",Slovakia,Slovak University of Agriculture
18766,,V,Longo,"Italian National Research Council, Institute of Agricultural Biology and Biotechnology, Via Moruzzi 1, 56124 Pisa, Italy.",Italy,Institute of Agricultural Biology and Biotechnology
18767,,L,Pucci,"Italian National Research Council, Institute of Agricultural Biology and Biotechnology, Via Moruzzi 1, 56124 Pisa, Italy.",Italy,Institute of Agricultural Biology and Biotechnology
18768,,L,Rozano,"Curtin Institute for Computation, Curtin University, GPO Box U1987, Perth, WA 6845, Australia.",Australia,Curtin University
18769,,YM,Mukuka,"Curtin Institute for Computation, Curtin University, GPO Box U1987, Perth, WA 6845, Australia.",Australia,Curtin University
18770,,JK,Hane,"Centre for Crop and Disease Management, School of Molecular and Life Sciences, Curtin University, GPO Box U1987, Perth, WA 6845, Australia.",Australia,Curtin University
18771,,RL,Mancera,"Curtin Institute for Computation, Curtin University, GPO Box U1987, Perth, WA 6845, Australia.",Australia,Curtin University
18772,,Y,Wang,"College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18773,,Y,Wang,"College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18774,,X,Liu,"College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18775,,J,Zhou,"College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18776,,H,Deng,"College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18777,,G,Zhang,"College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18778,,Y,Xiao,"College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18779,,W,Tang,"State Key Laboratory of Hybrid Rice, Hunan Hybrid Rice Research Center, Changsha 410125, China.",China,State Key Laboratory of Hybrid Rice
18780,,W,Mei,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18781,,W,Chen,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18782,,Y,Wang,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18783,,Z,Liu,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18784,,Y,Dong,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18785,,G,Zhang,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18786,,H,Deng,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18787,,X,Liu,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18788,,X,Lu,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18789,,F,Wang,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18790,,G,Chen,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18791,,W,Tang,"State Key Laboratory of Hybrid Rice, Hunan Hybrid Rice Research Center, Changsha 410125, China.",China,State Key Laboratory of Hybrid Rice
18792,,Y,Xiao,"Hunan Provincial Key Laboratory of Rice and Rapeseed Breeding for Disease Resistance, College of Agronomy, Hunan Agricultural University, Changsha 410128, China.",China,Hunan Agricultural University
18793,,A,Kanbar,"Molecular Cell Biology, Joseph Kölreuter Institute for Plant Sciences, Karlsruhe Institute of Technology, 76131 Karlsruhe, Germany.",Germany,Joseph Kölreuter Institute for Plant Sciences
18794,,J,Beisel,"Molecular Cell Biology, Joseph Kölreuter Institute for Plant Sciences, Karlsruhe Institute of Technology, 76131 Karlsruhe, Germany.",Germany,Joseph Kölreuter Institute for Plant Sciences
18795,,MT,Gutierrez,"Institute of Crop Science, University of Hohenheim, 70599 Stuttgart, Germany.",Germany,University of Hohenheim
18796,,S,Graeff-Hönninger,"Institute of Crop Science, University of Hohenheim, 70599 Stuttgart, Germany.",Germany,University of Hohenheim
18797,,P,Nick,"Molecular Cell Biology, Joseph Kölreuter Institute for Plant Sciences, Karlsruhe Institute of Technology, 76131 Karlsruhe, Germany.",Germany,Joseph Kölreuter Institute for Plant Sciences
18798,,Y,Liu,"College of Basic Medical Sciences, Chongqing Medical University, Chongqing 400016, China.",China,Chongqing Medical University
18799,,D,Li,"Chongqing Key Laboratory of Traditional Chinese Medicine for Prevention and Cure of Metabolic Diseases, College of Traditional Chinese Medicine, Chongqing Medical University, Chongqing 400016, China.",China,Chongqing Medical University
18800,,S,Wang,"Chongqing Key Laboratory of Traditional Chinese Medicine for Prevention and Cure of Metabolic Diseases, College of Traditional Chinese Medicine, Chongqing Medical University, Chongqing 400016, China.",China,Chongqing Medical University
18801,,Z,Peng,"Chongqing Key Laboratory of Traditional Chinese Medicine for Prevention and Cure of Metabolic Diseases, College of Traditional Chinese Medicine, Chongqing Medical University, Chongqing 400016, China.",China,Chongqing Medical University
18802,,Q,Tan,"Chongqing Key Laboratory of Traditional Chinese Medicine for Prevention and Cure of Metabolic Diseases, College of Traditional Chinese Medicine, Chongqing Medical University, Chongqing 400016, China.",China,Chongqing Medical University
18803,,Q,He,"College of Basic Medical Sciences, Chongqing Medical University, Chongqing 400016, China.",China,Chongqing Medical University
18804,,J,Wang,"Chongqing Key Laboratory of Traditional Chinese Medicine for Prevention and Cure of Metabolic Diseases, College of Traditional Chinese Medicine, Chongqing Medical University, Chongqing 400016, China.",China,Chongqing Medical University
18805,,KS,Karnatam,"School of Agricultural Biotechnology, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18806,,G,Chhabra,"School of Agricultural Biotechnology, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18807,,DK,Saini,"Department of Plant Breeding and Genetics, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18808,,R,Singh,"School of Agricultural Biotechnology, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18809,,G,Kaur,"School of Agricultural Biotechnology, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18810,,UP,Praba,"School of Agricultural Biotechnology, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18811,,P,Kumar,"School of Agricultural Biotechnology, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18812,,S,Goyal,"School of Agricultural Biotechnology, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18813,,P,Sharma,"School of Agricultural Biotechnology, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18814,,R,Ranjan,"Department of Plant Breeding and Genetics, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18815,,SK,Sandhu,"Department of Plant Breeding and Genetics, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18816,,R,Kumar,"Indian Institute of Maize Research, Ludhiana 141001, India.",India,Indian Institute of Maize Research
18817,,Y,Vikal,"School of Agricultural Biotechnology, Punjab Agricultural University, Ludhiana 141001, India.",India,Punjab Agricultural University
18818,,N,Sharma,"Centre for Sustainable Nitrogen and Nutrient Management, University School of Biotechnology, Guru Gobind Singh Indraprastha University, Sector 16C, Dwarka, New Delhi 110078, India.",India,University School of Biotechnology
18819,,DK,Jaiswal,"Centre for Sustainable Nitrogen and Nutrient Management, University School of Biotechnology, Guru Gobind Singh Indraprastha University, Sector 16C, Dwarka, New Delhi 110078, India.",India,University School of Biotechnology
18820,,S,Kumari,"Centre for Sustainable Nitrogen and Nutrient Management, University School of Biotechnology, Guru Gobind Singh Indraprastha University, Sector 16C, Dwarka, New Delhi 110078, India.",India,University School of Biotechnology
18821,,GK,Dash,"Crop Improvement Division, Indian Council of Agricultural Research (ICAR)-National Rice Research Institute (NRRI), Cuttack 753006, India.",India,Indian Council of Agricultural Research (ICAR)-National Rice Research Institute (NRRI)
18822,,S,Panda,"Institute of Agricultural Sciences, SOA (DU), Bhubaneswar 751003, India.",India,Institute of Agricultural Sciences
18823,,A,Anandan,"Regional Station, Indian Council of Agricultural Research (ICAR)-Indian Institute of Seed Science, Bengaluru 560065, India.",India,Indian Council of Agricultural Research (ICAR)-Indian Institute of Seed Science
18824,,N,Raghuram,"Centre for Sustainable Nitrogen and Nutrient Management, University School of Biotechnology, Guru Gobind Singh Indraprastha University, Sector 16C, Dwarka, New Delhi 110078, India.",India,University School of Biotechnology
18825,,SR,Prabhukarthikeyan,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18826,,C,Parameswaran,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18827,,SB,Sawant,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18828,,R,Naveenkumar,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18829,,A,Mahanty,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18830,,U,Keerthana,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18831,,MK,Yadav,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18832,,A,Anandan,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18833,,P,Panneerselvam,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18834,,MK,Bag,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18835,,PC,Rath,"ICAR-National Rice Research Institute, Cuttack 753006, India.",India,ICAR-National Rice Research Institute
18836,,N,Sharma,"Centre for Sustainable Nitrogen and Nutrient Management, University School of Biotechnology, Guru Gobind Singh Indraprastha University, Sector 16C, Dwarka, New Delhi 110078, India.",India,University School of Biotechnology
18837,,DK,Jaiswal,"Centre for Sustainable Nitrogen and Nutrient Management, University School of Biotechnology, Guru Gobind Singh Indraprastha University, Sector 16C, Dwarka, New Delhi 110078, India.",India,University School of Biotechnology
18838,,S,Kumari,"Centre for Sustainable Nitrogen and Nutrient Management, University School of Biotechnology, Guru Gobind Singh Indraprastha University, Sector 16C, Dwarka, New Delhi 110078, India.",India,University School of Biotechnology
18839,,GK,Dash,"Crop Improvement Division, Indian Council of Agricultural Research (ICAR)-National Rice Research Institute (NRRI), Cuttack 753006, India.",India,Indian Council of Agricultural Research (ICAR)-National Rice Research Institute (NRRI)
18840,,S,Panda,"Institute of Agricultural Sciences, SOA (DU), Bhubaneswar 751003, India.",India,Institute of Agricultural Sciences
18841,,A,Anandan,"Regional Station, Indian Council of Agricultural Research (ICAR)-Indian Institute of Seed Science, Bengaluru 560065, India.",India,Indian Council of Agricultural Research (ICAR)-Indian Institute of Seed Science
18842,,N,Raghuram,"Centre for Sustainable Nitrogen and Nutrient Management, University School of Biotechnology, Guru Gobind Singh Indraprastha University, Sector 16C, Dwarka, New Delhi 110078, India.",India,University School of Biotechnology
18843,,G,Chen,"Engineering Laboratory of Genetic Improvement of Horticultural Crops of Shandong Province, Qingdao Agricultural University, Qingdao 266109, China.",China,Qingdao Agricultural University
18844,,Y,Wang,"Engineering Laboratory of Genetic Improvement of Horticultural Crops of Shandong Province, Qingdao Agricultural University, Qingdao 266109, China.",China,Qingdao Agricultural University
18845,,X,Liu,"Engineering Laboratory of Genetic Improvement of Horticultural Crops of Shandong Province, Qingdao Agricultural University, Qingdao 266109, China.",China,Qingdao Agricultural University
18846,,S,Duan,"Engineering Laboratory of Genetic Improvement of Horticultural Crops of Shandong Province, Qingdao Agricultural University, Qingdao 266109, China.",China,Qingdao Agricultural University
18847,,S,Jiang,"Engineering Laboratory of Genetic Improvement of Horticultural Crops of Shandong Province, Qingdao Agricultural University, Qingdao 266109, China.",China,Qingdao Agricultural University
18848,,J,Zhu,"Engineering Laboratory of Genetic Improvement of Horticultural Crops of Shandong Province, Qingdao Agricultural University, Qingdao 266109, China.",China,Qingdao Agricultural University
18849,,Y,Zhang,"Engineering Laboratory of Genetic Improvement of Horticultural Crops of Shandong Province, Qingdao Agricultural University, Qingdao 266109, China.",China,Qingdao Agricultural University
18850,,H,Hou,"Engineering Laboratory of Genetic Improvement of Horticultural Crops of Shandong Province, Qingdao Agricultural University, Qingdao 266109, China.",China,Qingdao Agricultural University
18851,,T,Liu,"College of Food Science and Engineering, Ocean University of China, Qingdao 266003, China.",China,Ocean University of China
18852,,Y,Shi,"College of Food Science and Engineering, Ocean University of China, Qingdao 266003, China.",China,Ocean University of China
18853,,Y,Li,"College of Food Science and Engineering, Qingdao Agricultural University, Qingdao 266109, China.",China,Qingdao Agricultural University
18854,,H,Yi,"College of Food Science and Engineering, Ocean University of China, Qingdao 266003, China.",China,Ocean University of China
18855,,P,Gong,"College of Food Science and Engineering, Ocean University of China, Qingdao 266003, China.",China,Ocean University of China
18856,,K,Lin,"College of Food Science and Engineering, Ocean University of China, Qingdao 266003, China.",China,Ocean University of China
18857,,Z,Zhang,"College of Food Science and Engineering, Ocean University of China, Qingdao 266003, China.",China,Ocean University of China
18858,,L,Zhang,"College of Food Science and Engineering, Ocean University of China, Qingdao 266003, China.",China,Ocean University of China
18859,,H,Chopra,"Chitkara College of Pharmacy, Chitkara University, Rajpura 140401, Punjab, India.",India,Chitkara University
18860,,YK,Mohanta,"Nanobiotechnology and Translational Knowledge Laboratory, Department of Applied Biology, School of Biological Sciences, University of Science and Technology Meghalaya (USTM), Techno City, 9th Mile, Ri-Bhoi, Baridua 793101, Meghalaya, India.",India,University of Science and Technology Meghalaya (USTM)
18861,,PR,Rauta,"School of Biological Sciences, AIPH University, Bhubaneswar 754001, Odisha, India.",India,AIPH University
18862,,R,Ahmed,"Department of Physics, Faculty of Science, Kasetsart University, Bangkok 10900, Thailand.",Thailand,Kasetsart University
18863,,S,Mahanta,"National Institute of Electronics and Information Technology (NIELIT), Guwahati Centre, Guwahati 781008, Assam, India.",India,National Institute of Electronics and Information Technology (NIELIT)
18864,,PK,Mishra,"Department of Botany, B. N. College, Dhubri 783324, Assam, India.",India,B. N. College
18865,,P,Panda,"School of Biological Sciences, AIPH University, Bhubaneswar 754001, Odisha, India.",India,AIPH University
18866,,AA,Rabaan,"Department of Public Health and Nutrition, The University of Haripur, Haripur 22610, Pakistan.",Pakistan,The University of Haripur
18867,,AA,Alshehri,"Department of Clinical Laboratory Sciences, Faculty of Applied Medical Sciences, Najran University, Najran 61441, Saudi Arabia.",Saudi Arabia,Najran University
18868,,B,Othman,"Department of Public Health, Faculty of Applied Medical Sciences, Albaha University, Albaha 65779, Saudi Arabia.",Saudi Arabia,Albaha University
18869,,MA,Alshahrani,"Department of Clinical Laboratory Sciences, Faculty of Applied Medical Sciences, Najran University, Najran 61441, Saudi Arabia.",Saudi Arabia,Najran University
18870,,AS,Alqahtani,"Department of Medical Laboratory Sciences, Faculty of Applied Medical Sciences, King Khalid University, Abha 61481, Saudi Arabia.",Saudi Arabia,King Khalid University
18871,,BA,Al Basha,"Laboratory Department, King Fahad Specialist Hospital, Dammam 32253, Saudi Arabia.",Saudi Arabia,Laboratory Department
18872,,K,Dhama,"Division of Pathology, ICAR-Indian Veterinary Research Institute, Izatnagar, Bareilly 243122, Uttar Pradesh, India.",India,ICAR-Indian Veterinary Research Institute
18873,,G,Alquicer,"Plant Virus and Vector Interactions-Centre for Plant Virus Research, Crop Research Institute, Drnovská 507, 161 06 Prague, Czech Republic.",Czech Republic,Crop Research Institute
18874,,E,Ibrahim,"Plant Virus and Vector Interactions-Centre for Plant Virus Research, Crop Research Institute, Drnovská 507, 161 06 Prague, Czech Republic.",Czech Republic,Crop Research Institute
18875,,MN,Maruthi,"Agriculture, Health and Environment Department, Natural Resources Institute, University of Greenwich, Medway Campus, Chatham, Kent ME4 4TB, UK.",UK,University of Greenwich
18876,,JK,Kundu,"Laboratory of Virology-Centre for Plant Virus Research, Institute of Experimental Botany of the Czech Academy of Sciences, Rozvojová 263, 165 02 Prague, Czech Republic.",Czech Republic,Institute of Experimental Botany of the Czech Academy of Sciences
18877,,S,Caserta,"Division of Hematology, Department of Human Pathology in Adulthood and Childhood ""Gaetano Barresi"", University of Messina, Via Consolare Valeria, 98125 Messina, Italy.",Italy,University of Messina
18878,,C,Genovese,"National Research Council, Institute for Agricultural and Forest Systems in the Mediterranean, Via Empedocle 58, 95128 Catania, Italy.",Italy,Institute for Agricultural and Forest Systems in the Mediterranean
18879,,N,Cicero,"Department of Biomedical, Dental, Morphological and Functional Imaging Sciences, University of Messina, Via Consolare Valeria, 98125 Messina, Italy.",Italy,University of Messina
18880,,S,Gangemi,"Allergy and Clinical Immunology Unit, Department of Clinical and Experimental Medicine, University of Messina, Via Consolare Valeria, 98125 Messina, Italy.",Italy,University of Messina
