Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
40,,L,Li,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing, 100081, China.",China,Biotechnology Research Institute
41,,X,Pei,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing, 100081, China. peixinwu@caas.cn.",China,Biotechnology Research Institute
42,,Y,Long,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing, 100081, China. longyan@caas.cn.",China,Biotechnology Research Institute
43,,X,Yang,"Hainan Key Laboratory for Sustainable Utilization of Tropical Bio-Resources, College of Tropical Crops, Hainan University, Haikou, 570228, China.",China,Hainan University
44,,C,Liu,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing, 100081, China.",China,Biotechnology Research Institute
45,,X,Niu,"Hainan Key Laboratory for Sustainable Utilization of Tropical Bio-Resources, College of Tropical Crops, Hainan University, Haikou, 570228, China.",China,Hainan University
46,,L,Wang,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing, 100081, China.",China,Biotechnology Research Institute
47,,L,Li,"Hainan Key Laboratory for Sustainable Utilization of Tropical Bio-Resources, College of Tropical Crops, Hainan University, Haikou, 570228, China.",China,Hainan University
48,,Q,Yuan,"Hainan Key Laboratory for Sustainable Utilization of Tropical Bio-Resources, College of Tropical Crops, Hainan University, Haikou, 570228, China. qhyuan@163.com.",China,Hainan University
49,,X,Pei,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing, 100081, China. peixinwu@caas.cn.",China,Biotechnology Research Institute
50,,X,Yang,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China.",China,Biotechnology Research Institute
51,,C,Liu,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China.",China,Biotechnology Research Institute
52,,Q,Tang,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China.",China,Biotechnology Research Institute
53,,T,Zhang,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China.",China,Biotechnology Research Institute
54,,L,Wang,"Crop Institute, Gansu Academy of Agricultural Sciences, Lanzhou 730070, China.",China,Crop Institute
55,,L,Han,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China.",China,Biotechnology Research Institute
56,,J,Zhang,"Crop Institute, Gansu Academy of Agricultural Sciences, Lanzhou 730070, China.",China,Crop Institute
57,,X,Pei,"Biotechnology Research Institute, Chinese Academy of Agricultural Sciences, Beijing 100081, China.",China,Biotechnology Research Institute
58,,H,Gao,"Food Allergy and Immunology Laboratory, Department of Food Science and Human Nutrition, Michigan State University, East Lansing, MI, United States.",United States,Michigan State University
59,,R,Jorgensen,"Food Allergy and Immunology Laboratory, Department of Food Science and Human Nutrition, Michigan State University, East Lansing, MI, United States.",United States,Michigan State University
60,,R,Raghunath,"Food Allergy and Immunology Laboratory, Department of Food Science and Human Nutrition, Michigan State University, East Lansing, MI, United States.",United States,Michigan State University
61,,PKW,Ng,"Cereal Science Laboratory, Department of Food Science and Human Nutrition, Michigan State University, East Lansing, MI, United States.",United States,Michigan State University
62,,V,Gangur,"Food Allergy and Immunology Laboratory, Department of Food Science and Human Nutrition, Michigan State University, East Lansing, MI, United States.",United States,Michigan State University
63,,L,He,"Key Laboratory of Viticulture and Enology, Ministry of Agriculture and Rural Affairs, Beijing 100083, China.",China,Key Laboratory of Viticulture and Enology
64,,N,Meng,"Key Laboratory of Viticulture and Enology, Ministry of Agriculture and Rural Affairs, Beijing 100083, China.",China,Key Laboratory of Viticulture and Enology
65,,SD,Castellarin,"Wine Research Centre, Faculty of Land and Food Systems, The University of British Columbia, Vancouver, BC V6T 1Z4, Canada.",Canada,The University of British Columbia
66,,Y,Wang,"Key Laboratory of Viticulture and Enology, Ministry of Agriculture and Rural Affairs, Beijing 100083, China.",China,Key Laboratory of Viticulture and Enology
67,,Q,Sun,"Key Laboratory of Viticulture and Enology, Ministry of Agriculture and Rural Affairs, Beijing 100083, China.",China,Key Laboratory of Viticulture and Enology
68,,XY,Li,"Key Laboratory of Viticulture and Enology, Ministry of Agriculture and Rural Affairs, Beijing 100083, China.",China,Key Laboratory of Viticulture and Enology
69,,ZG,Dong,"Institute of Pomology, Shanxi Academy of Agricultural Sciences, Taiyuan 030801, China.",China,Institute of Pomology
70,,XP,Tang,"Institute of Pomology, Shanxi Academy of Agricultural Sciences, Taiyuan 030801, China.",China,Institute of Pomology
71,,CQ,Duan,"Key Laboratory of Viticulture and Enology, Ministry of Agriculture and Rural Affairs, Beijing 100083, China.",China,Key Laboratory of Viticulture and Enology
72,,QH,Pan,"Key Laboratory of Viticulture and Enology, Ministry of Agriculture and Rural Affairs, Beijing 100083, China.",China,Key Laboratory of Viticulture and Enology
73,,SM,Valles,"Center for Medical, Agricultural and Veterinary Entomology, USDA-ARS, 1600 SW 23rd Drive, Gainesville, FL, USA. steven.valles@usda.gov.",USA,Unparsed
74,,C,Zhao,"Center for Medical, Agricultural and Veterinary Entomology, USDA-ARS, 1600 SW 23rd Drive, Gainesville, FL, USA.",USA,Unparsed
75,,AR,Rivers,"Genomics and Bioinformatics Research Unit, USDA-ARS, 1600 SW 23rd Drive, Gainesville, FL, USA.",USA,Unparsed
76,,RL,Iwata,"Genomics and Bioinformatics Research Unit, USDA-ARS, 1600 SW 23rd Drive, Gainesville, FL, USA.",USA,Unparsed
77,,DH,Oi,"Center for Medical, Agricultural and Veterinary Entomology, USDA-ARS, 1600 SW 23rd Drive, Gainesville, FL, USA.",USA,Unparsed
78,,DH,Cha,"Daniel K. Inouye U.S. Pacific Basin Agricultural Research Center, USDA-ARS, 64 Nowelo St, Hilo, HI, USA.",USA,Unparsed
79,,RM,Collignon,"Daniel K. Inouye U.S. Pacific Basin Agricultural Research Center, USDA-ARS, 64 Nowelo St, Hilo, HI, USA.",USA,Unparsed
80,,,Cox,"National Electric Ant Eradication Program, Department of Agriculture and Fisheries, Biosecurity Queensland, 21-23 Redden Street, Cairns, QLD, 4870, Australia.",Australia,Unparsed
81,,GJ,Morton,"National Electric Ant Eradication Program, Department of Agriculture and Fisheries, Biosecurity Queensland, 21-23 Redden Street, Cairns, QLD, 4870, Australia.",Australia,Unparsed
82,,LA,Calcaterra,"Fundación para el Estudio de Especies Invasivas, Bolívar 1559, B1686EFA, Hurlingham, Buenos Aires, Argentina.",Argentina,Unparsed
83,,X,Lu,"Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang Province, China.",China,Zhejiang University School of Medicine
84,,Y,Gong,"Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang Province, China.",China,Zhejiang University School of Medicine
85,,W,Hu,"Department of Diagnostic Ultrasound and Echocardiography, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang Province, China.",China,Zhejiang University School of Medicine
86,,Y,Mao,"Department of Diagnostic Ultrasound and Echocardiography, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang Province, China.",China,Zhejiang University School of Medicine
87,,T,Wang,"Hangzhou Medical College, Hangzhou, Zhejiang Province, China.",China,Hangzhou Medical College
88,,Z,Sun,"State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, Collaborative Innovation Center for Diagnosis and Treatment of Infectious Disease, The First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang Province, China.",China,Zhejiang University
89,,X,Su,"State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, Collaborative Innovation Center for Diagnosis and Treatment of Infectious Disease, The First Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang Province, China.",China,Zhejiang University
90,,G,Fu,"Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang Province, China. fugs@zju.edu.cn.",China,Zhejiang University School of Medicine
91,,Y,Wang,"Department of Gynecology, Zhejiang Provincial People's Hospital (People's Hospital of Hangzhou Medical College), Hangzhou, Zhejiang Province, China. wangyanpeng@hmc.edu.cn.",China,Zhejiang Provincial People's Hospital (People's Hospital of Hangzhou Medical College)
92,,D,Lai,"Key Laboratory of Cardiovascular Intervention and Regenerative Medicine of Zhejiang Province, Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang Province, China. laidw@zju.edu.cn.",China,Zhejiang University School of Medicine
93,,L,Sommermann,"Department of Agriculture, Ecotrophology and Landscape Development, Anhalt University of Applied Sciences, 06406 Bernburg, Germany.",Germany,Anhalt University of Applied Sciences
94,,D,Babin,"Julius Kühn-Institute (JKI)-Federal Research Centre for Cultivated Plants, Institute for Epidemiology and Pathogen Diagnostics, 38104 Braunschweig, Germany.",Germany,Julius Kühn-Institute (JKI)-Federal Research Centre for Cultivated Plants
95,,JH,Behr,"Plant-Microbe Systems, Leibniz Institute of Vegetable and Ornamental Crops (IGZ), 14979 Großbeeren, Germany.",Germany,Leibniz Institute of Vegetable and Ornamental Crops (IGZ)
96,,SP,Chowdhury,"Institute of Network Biology, Helmholtz Zentrum München, German Research Center for Environmental Health, 85764 Neuherberg, Germany.",Germany,Institute of Network Biology
97,,M,Sandmann,"Plant-Microbe Systems, Leibniz Institute of Vegetable and Ornamental Crops (IGZ), 14979 Großbeeren, Germany.",Germany,Leibniz Institute of Vegetable and Ornamental Crops (IGZ)
98,,S,Windisch,"Institute of Crop Science (340h), University of Hohenheim, 70599 Stuttgart, Germany.",Germany,University of Hohenheim
99,,G,Neumann,"Institute of Crop Science (340h), University of Hohenheim, 70599 Stuttgart, Germany.",Germany,University of Hohenheim
100,,J,Nesme,"Section of Microbiology, Department of Biology, University of Copenhagen, 2100 Copenhagen, Denmark.",Denmark,University of Copenhagen
101,,SJ,Sørensen,"Section of Microbiology, Department of Biology, University of Copenhagen, 2100 Copenhagen, Denmark.",Denmark,University of Copenhagen
102,,I,Schellenberg,"Department of Agriculture, Ecotrophology and Landscape Development, Anhalt University of Applied Sciences, 06406 Bernburg, Germany.",Germany,Anhalt University of Applied Sciences
103,,M,Rothballer,"Institute of Network Biology, Helmholtz Zentrum München, German Research Center for Environmental Health, 85764 Neuherberg, Germany.",Germany,Institute of Network Biology
104,,J,Geistlinger,"Department of Agriculture, Ecotrophology and Landscape Development, Anhalt University of Applied Sciences, 06406 Bernburg, Germany.",Germany,Anhalt University of Applied Sciences
105,,K,Smalla,"Julius Kühn-Institute (JKI)-Federal Research Centre for Cultivated Plants, Institute for Epidemiology and Pathogen Diagnostics, 38104 Braunschweig, Germany.",Germany,Julius Kühn-Institute (JKI)-Federal Research Centre for Cultivated Plants
106,,R,Grosch,"Plant-Microbe Systems, Leibniz Institute of Vegetable and Ornamental Crops (IGZ), 14979 Großbeeren, Germany.",Germany,Leibniz Institute of Vegetable and Ornamental Crops (IGZ)
107,,S,Hussain,"Key Laboratory of Agro-Products Quality and Safety Control in Storage and Transport Process, Ministry of Agriculture and Rural Affairs/Institute of Food Science and Technology, Chinese Academy of Agricultural Sciences, Beijing 100193, China.",China,Ministry of Agriculture and Rural Affairs/Institute of Food Science and Technology
108,,B,Tai,"Key Laboratory of Agro-Products Quality and Safety Control in Storage and Transport Process, Ministry of Agriculture and Rural Affairs/Institute of Food Science and Technology, Chinese Academy of Agricultural Sciences, Beijing 100193, China.",China,Ministry of Agriculture and Rural Affairs/Institute of Food Science and Technology
109,,A,Hussain,"Genomics Lab, School of Food and Agricultural Sciences (SFAS), University of Management and Technology (UMT), Johar Town, Lahore 54782, Pakistan.",Pakistan,University of Management and Technology (UMT)
110,,I,Jahan,"Key Laboratory of Agro-Products Quality and Safety Control in Storage and Transport Process, Ministry of Agriculture and Rural Affairs/Institute of Food Science and Technology, Chinese Academy of Agricultural Sciences, Beijing 100193, China.",China,Ministry of Agriculture and Rural Affairs/Institute of Food Science and Technology
111,,B,Yang,"Key Laboratory of Agro-Products Quality and Safety Control in Storage and Transport Process, Ministry of Agriculture and Rural Affairs/Institute of Food Science and Technology, Chinese Academy of Agricultural Sciences, Beijing 100193, China.",China,Ministry of Agriculture and Rural Affairs/Institute of Food Science and Technology
112,,F,Xing,"Key Laboratory of Agro-Products Quality and Safety Control in Storage and Transport Process, Ministry of Agriculture and Rural Affairs/Institute of Food Science and Technology, Chinese Academy of Agricultural Sciences, Beijing 100193, China.",China,Ministry of Agriculture and Rural Affairs/Institute of Food Science and Technology
113,,S,Komatsu,"Faculty of Environment and Information Sciences, Fukui University of Technology, Fukui 910-8505, Japan.",Japan,Fukui University of Technology
114,,T,Kimura,"Faculty of Environment and Information Sciences, Fukui University of Technology, Fukui 910-8505, Japan.",Japan,Fukui University of Technology
115,,SU,Rehman,"Department of Biology, University of Haripur, Haripur 22620, Pakistan.",Pakistan,University of Haripur
116,,H,Yamaguchi,"Department of Medical Technology, Yokkaichi Nursing and Medical Care University, Yokkaichi 512-8045, Japan.",Japan,Yokkaichi Nursing and Medical Care University
117,,K,Hitachi,"Institute for Comprehensive Medical Science, Fujita Health University, Toyoake 470-1192, Japan.",Japan,Fujita Health University
118,,K,Tsuchida,"Institute for Comprehensive Medical Science, Fujita Health University, Toyoake 470-1192, Japan.",Japan,Fujita Health University
119,,F,Sun,"Department of Plant Pathology, College of Plant Protection, Shandong Agricultural University, Tai'an 271018, China.",China,Shandong Agricultural University
120,,B,Lv,"Key Laboratory of Agricultural Genetics and Breeding, Biotechnology Research Institute, Shanghai Academy of Agricultural Sciences, Shanghai 201106, China.",China,Biotechnology Research Institute
121,,X,Zhang,"Department of Plant Pathology, College of Plant Protection, Shandong Agricultural University, Tai'an 271018, China.",China,Shandong Agricultural University
122,,C,Wang,"Department of Plant Pathology, College of Plant Protection, Shandong Agricultural University, Tai'an 271018, China.",China,Shandong Agricultural University
123,,L,Zhang,"State Key Laboratory of Crop Biology, Shandong Agricultural University, Tai'an 271018, China.",China,Shandong Agricultural University
124,,X,Chen,"State Key Laboratory of Crop Biology, Shandong Agricultural University, Tai'an 271018, China.",China,Shandong Agricultural University
125,,Y,Liang,"Department of Plant Pathology, College of Plant Protection, Shandong Agricultural University, Tai'an 271018, China.",China,Shandong Agricultural University
126,,L,Chen,"State Key Laboratory of Crop Biology, Shandong Agricultural University, Tai'an 271018, China.",China,Shandong Agricultural University
127,,S,Zou,"State Key Laboratory of Crop Biology, Shandong Agricultural University, Tai'an 271018, China.",China,Shandong Agricultural University
128,,H,Dong,"State Key Laboratory of Crop Biology, Shandong Agricultural University, Tai'an 271018, China.",China,Shandong Agricultural University
129,,M,Aleem,"Center for Advanced Studies in Agriculture and Food Security (CAS-AFS), University of Agriculture, Faisalabad 38040, Pakistan.",Pakistan,University of Agriculture
130,,S,Aleem,"Barani Agricultural Research Station, Fatehjang 43350, Pakistan.",Pakistan,Unparsed
131,,I,Sharif,"Cotton Research Station, Ayub Agricultural Research Institute, Faisalabad 38040, Pakistan.",Pakistan,Ayub Agricultural Research Institute
132,,Z,Wu,"National Center for Soybean Improvement, State Key Laboratory of Crop Genetics and Germplasm Enhancement, Nanjing Agricultural University, Nanjing 210095, China.",China,Nanjing Agricultural University
133,,M,Aleem,"Department of Botany, University of Agriculture, Faisalabad 38040, Pakistan.",Pakistan,University of Agriculture
134,,A,Tahir,"National Center for Soybean Improvement, State Key Laboratory of Crop Genetics and Germplasm Enhancement, Nanjing Agricultural University, Nanjing 210095, China.",China,Nanjing Agricultural University
135,,RM,Atif,"Center for Advanced Studies in Agriculture and Food Security (CAS-AFS), University of Agriculture, Faisalabad 38040, Pakistan.",Pakistan,University of Agriculture
136,,HMN,Cheema,"Department of Plant Breeding and Genetics, University of Agriculture, Faisalabad 38040, Pakistan.",Pakistan,University of Agriculture
137,,A,Shakeel,"Department of Plant Breeding and Genetics, University of Agriculture, Faisalabad 38040, Pakistan.",Pakistan,University of Agriculture
138,,S,Lei,"National Center for Soybean Improvement, State Key Laboratory of Crop Genetics and Germplasm Enhancement, Nanjing Agricultural University, Nanjing 210095, China.",China,Nanjing Agricultural University
139,,D,Yu,"National Center for Soybean Improvement, State Key Laboratory of Crop Genetics and Germplasm Enhancement, Nanjing Agricultural University, Nanjing 210095, China.",China,Nanjing Agricultural University
140,,H,Wang,"National Center for Soybean Improvement, State Key Laboratory of Crop Genetics and Germplasm Enhancement, Nanjing Agricultural University, Nanjing 210095, China.",China,Nanjing Agricultural University
141,,P,Kaushik,"Instituto de Conservación y Mejora de la Agrodiversidad Valenciana, Universitat Politècnica de València, 46022 Valencia, Spain.",Spain,Universitat Politècnica de València
142,,MN,Alyemeni,"Botany and Microbiology Department, College of Science, King Saud University, Riyadh 12546, Saudi Arabia.",Saudi Arabia,King Saud University
143,,JA,Bhat,"International Genome Center, Jiangsu University, Zhenjiang 212013, China.",China,Jiangsu University
144,,P,Ahmad,"Botany and Microbiology Department, College of Science, King Saud University, Riyadh 12546, Saudi Arabia.",Saudi Arabia,King Saud University
145,,Q,Raza,"Precision Agriculture and Analytics Lab, Centre for Advanced Studies in Agriculture and Food Security, National Centre in Big Data and Cloud Computing, University of Agriculture Faisalabad, Faisalabad, Pakistan.",Pakistan,University of Agriculture Faisalabad
146,,MAR,Rashid,"Department of Bioinformatics and Biotechnology, Government College University Faisalabad, Faisalabad, Pakistan.",Pakistan,Government College University Faisalabad
147,,M,Waqas,"Department of Plant Breeding and Genetics, University of Agriculture Faisalabad, Faisalabad, Pakistan.",Pakistan,University of Agriculture Faisalabad
148,,Z,Ali,"Department of Plant Breeding and Genetics, University of Agriculture Faisalabad, Faisalabad, Pakistan.",Pakistan,University of Agriculture Faisalabad
149,,IA,Rana,"Centre of Agricultural Biochemistry and Biotechnology, University of Agriculture Faisalabad, Faisalabad, Pakistan.",Pakistan,University of Agriculture Faisalabad
150,,SH,Khan,"Centre of Agricultural Biochemistry and Biotechnology, University of Agriculture Faisalabad, Faisalabad, Pakistan.",Pakistan,University of Agriculture Faisalabad
151,,IA,Khan,"Institute of Horticultural Sciences, University of Agriculture Faisalabad, Faisalabad, Pakistan.",Pakistan,University of Agriculture Faisalabad
152,,RM,Atif,"Department of Plant Breeding and Genetics, University of Agriculture Faisalabad, Faisalabad, Pakistan. dratif@uaf.edu.pk.",Pakistan,University of Agriculture Faisalabad
153,,N,Ahmad,"National Institute for Biotechnology and Genetic Engineering College, Pakistan Institute of Engineering and Applied Sciences (PIEAS), Faisalabad, Pakistan.",Pakistan,National Institute for Biotechnology and Genetic Engineering College
154,,S,Fatima,"National Institute for Biotechnology and Genetic Engineering College, Pakistan Institute of Engineering and Applied Sciences (PIEAS), Faisalabad, Pakistan.",Pakistan,National Institute for Biotechnology and Genetic Engineering College
155,,MA,Mehmood,"Department of Bioinformatics & Biotechnology, Government College University Faisalabad, Faisalabad, Pakistan.",Pakistan,Government College University Faisalabad
156,,QU,Zaman,"College of Tropical Crops, Hainan University, Haikou, China.",China,Hainan University
157,,RM,Atif,"Department of Plant Breeding and Genetics, University of Agriculture Faisalabad, Faisalabad, Pakistan.",Pakistan,University of Agriculture Faisalabad
158,,W,Zhou,"Ministry of Agriculture and Rural Affairs Key Lab of Spectroscopy Sensing, Institute of Crop Science, Zhejiang University, Hangzhou, China.",China,Zhejiang University
159,,MU,Rahman,"National Institute for Biotechnology and Genetic Engineering College, Pakistan Institute of Engineering and Applied Sciences (PIEAS), Faisalabad, Pakistan.",Pakistan,National Institute for Biotechnology and Genetic Engineering College
160,,RA,Gill,"Key Laboratory for Biology and Genetic Improvement of Oil Crops, Ministry of Agriculture and Rural Affairs, Oil Crops Research Institute, Chinese Academy of Agricultural Sciences, Wuhan, China.",China,Oil Crops Research Institute
161,,CH,Li,"Genomics Research Center, Academia Sinica, Taipei 115, Taiwan.",Taiwan,Unparsed
162,,YC,Chang,"Department of Biomedical Imaging and Radiological Sciences, National Yang Ming Chiao Tung University, Taipei 112, Taiwan.",Taiwan,National Yang Ming Chiao Tung University
163,,M,Hsiao,"Department of Biochemistry, College of Medicine, Kaohsiung Medical University, Kaohsiung 807, Taiwan.",Taiwan,Kaohsiung Medical University
164,,MH,Chan,"Genomics Research Center, Academia Sinica, Taipei 115, Taiwan.",Taiwan,Unparsed
165,,Q,Xu,"State Key Laboratory of Rice Biology, China National Rice Research Institute, Hangzhou 310006, China.",China,China National Rice Research Institute
166,,Q,Wei,"School of Resources and Environmental Engineering, Anhui University, Hefei 230039, China.",China,Anhui University
167,,Y,Kong,"State Key Laboratory of Rice Biology, China National Rice Research Institute, Hangzhou 310006, China.",China,China National Rice Research Institute
168,,L,Zhu,"State Key Laboratory of Rice Biology, China National Rice Research Institute, Hangzhou 310006, China.",China,China National Rice Research Institute
169,,W,Tian,"State Key Laboratory of Rice Biology, China National Rice Research Institute, Hangzhou 310006, China.",China,China National Rice Research Institute
170,,J,Huang,"State Key Laboratory of Rice Biology, China National Rice Research Institute, Hangzhou 310006, China.",China,China National Rice Research Institute
171,,L,Pan,"College of Life Sciences and Technology, Mudanjiang Normal University, Mudanjiang 230039, China.",China,Mudanjiang Normal University
172,,Q,Jin,"State Key Laboratory of Rice Biology, China National Rice Research Institute, Hangzhou 310006, China.",China,China National Rice Research Institute
173,,J,Zhang,"State Key Laboratory of Rice Biology, China National Rice Research Institute, Hangzhou 310006, China.",China,China National Rice Research Institute
174,,C,Zhu,"State Key Laboratory of Rice Biology, China National Rice Research Institute, Hangzhou 310006, China.",China,China National Rice Research Institute
175,,B,Xu,"College of Food Science and Technology, Shanghai Ocean University, Shanghai 201306, China.",China,Shanghai Ocean University
