Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
18907,,T,Winkler,"Environmental Molecular Sciences Laboratory (EMSL), Pacific Northwest National Laboratory (PNNL), Richland, Washington, USA.",USA,Environmental Molecular Sciences Laboratory (EMSL)
18908,,Y,Farris,"Environmental Molecular Sciences Laboratory (EMSL), Pacific Northwest National Laboratory (PNNL), Richland, Washington, USA.",USA,Environmental Molecular Sciences Laboratory (EMSL)
18909,,GL,Myers,"Environmental Molecular Sciences Laboratory (EMSL), Pacific Northwest National Laboratory (PNNL), Richland, Washington, USA.",USA,Environmental Molecular Sciences Laboratory (EMSL)
18910,,AH,Ahkami,"Environmental Molecular Sciences Laboratory (EMSL), Pacific Northwest National Laboratory (PNNL), Richland, Washington, USA. amir.ahkami@pnnl.gov.",USA,Environmental Molecular Sciences Laboratory (EMSL)
18911,,L,Cai,"Department of Plant and Environmental Sciences, Clemson University, Clemson, SC, 29634, USA.",USA,Clemson University
18912,,D,Comont,"Protecting Crops and the Environment, Rothamsted Research, Harpenden, Hertfordshire, AL5 2JQ, UK.",UK,Unparsed
18913,,D,MacGregor,"Protecting Crops and the Environment, Rothamsted Research, Harpenden, Hertfordshire, AL5 2JQ, UK.",UK,Unparsed
18914,,C,Lowe,"Protecting Crops and the Environment, Rothamsted Research, Harpenden, Hertfordshire, AL5 2JQ, UK.",UK,Unparsed
18915,,R,Beffa,"Königsteiner Weg 4, 65835, Liederbach, Germany.",Germany,Unparsed
18916,,P,Neve,"Department of Plant and Environmental Sciences, University of Copenhagen, Højbakkegård Allé 13, Tåstrup, 2630, Denmark.",Denmark,University of Copenhagen
18917,,C,Saski,"Department of Plant and Environmental Sciences, Clemson University, Clemson, SC, 29634, USA.",USA,Clemson University
18918,,J,Wei,"University of Chinese Academy of Sciences, Beijing, 100049, China.",China,University of Chinese Academy of Sciences
18919,,Y,Fang,"University of Chinese Academy of Sciences, Beijing, 100049, China.",China,University of Chinese Academy of Sciences
18920,,H,Jiang,"Key Laboratory of Plant Molecular Physiology, Institute of Botany, Chinese Academy of Sciences, Beijing, 100093, China.",China,Institute of Botany
18921,,XT,Wu,"University of Chinese Academy of Sciences, Beijing, 100049, China.",China,University of Chinese Academy of Sciences
18922,,JH,Zuo,"University of Chinese Academy of Sciences, Beijing, 100049, China.",China,University of Chinese Academy of Sciences
18923,,XC,Xia,"National Wheat Improvement Center, Institute of Crop Sciences, Chinese Academy of Agricultural Sciences, Beijing, China.",China,Institute of Crop Sciences
18924,,JQ,Li,"Strube Research GmbH & Co., KG, 38387, S ̈ollingen, Germany.",Germany,Unparsed
18925,,B,Stich,"Institute of Quantitative Genetics and Genomics of Plants, Heinrich Heine University, D ̈usseldorf, Germany.",Germany,Heinrich Heine University
18926,,H,Cao,"Key Laboratory of Plant Molecular Physiology, Institute of Botany, Chinese Academy of Sciences, Beijing, 100093, China.",China,Institute of Botany
18927,,YX,Liu,"University of Chinese Academy of Sciences, Beijing, 100049, China. yongxiu@ibcas.ac.cn.",China,University of Chinese Academy of Sciences
18928,,M,De Caroli,"Department of Biological and Environmental Sciences and Technologies, University of Salento, 73100 Lecce, Italy.",Italy,University of Salento
18929,,P,Rampino,"Department of Biological and Environmental Sciences and Technologies, University of Salento, 73100 Lecce, Italy.",Italy,University of Salento
18930,,LM,Curci,"Department of Biological and Environmental Sciences and Technologies, University of Salento, 73100 Lecce, Italy.",Italy,University of Salento
18931,,G,Pecatelli,"Department of Biological and Environmental Sciences and Technologies, University of Salento, 73100 Lecce, Italy.",Italy,University of Salento
18932,,S,Carrozzo,"NBCF National Biodiversity Future Center, 90133 Palermo, Italy.",Italy,Unparsed
18933,,G,Piro,"NBCF National Biodiversity Future Center, 90133 Palermo, Italy.",Italy,Unparsed
18934,,AI,Matos,"Faculdade de Medicina, Instituto de Medicina Molecular João Lobo Antunes, Lisbon Academic Medical Center, Universidade de Lisboa, Lisbon, 1649-028, Portugal.",Portugal,Universidade de Lisboa
18935,,C,Peres,"Faculdade de Medicina, Instituto de Medicina Molecular João Lobo Antunes, Lisbon Academic Medical Center, Universidade de Lisboa, Lisbon, 1649-028, Portugal.",Portugal,Universidade de Lisboa
18936,,B,Carreira,"Grouf of BioNanoSciences - Drug Delivery and Immunoengineering, Research Institute for Medicines (iMed.ULisboa), Department of Pharmacy, Pharmacology and Health Technologies, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, 1649-003, Portugal.",Portugal,Universidade de Lisboa
18937,,LIF,Moura,"Grouf of BioNanoSciences - Drug Delivery and Immunoengineering, Research Institute for Medicines (iMed.ULisboa), Department of Pharmacy, Pharmacology and Health Technologies, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, 1649-003, Portugal.",Portugal,Universidade de Lisboa
18938,,RC,Acúrcio,"Grouf of BioNanoSciences - Drug Delivery and Immunoengineering, Research Institute for Medicines (iMed.ULisboa), Department of Pharmacy, Pharmacology and Health Technologies, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, 1649-003, Portugal.",Portugal,Universidade de Lisboa
18939,,T,Vogel,"Department of Chemistry, Faculty of Chemistry and Food Chemistry, School of Science, Technische Universität Dresden, 01062, Dresden, Germany.",Germany,Technische Universität Dresden
18940,,E,Wegener,"Department of Chemistry, Faculty of Chemistry and Food Chemistry, School of Science, Technische Universität Dresden, 01062, Dresden, Germany.",Germany,Technische Universität Dresden
18941,,F,Ribeiro,"Faculdade de Medicina, Instituto de Medicina Molecular João Lobo Antunes, Lisbon Academic Medical Center, Universidade de Lisboa, Lisbon, 1649-028, Portugal.",Portugal,Universidade de Lisboa
18942,,MB,Afonso,"Grouf of BioNanoSciences - Drug Delivery and Immunoengineering, Research Institute for Medicines (iMed.ULisboa), Department of Pharmacy, Pharmacology and Health Technologies, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, 1649-003, Portugal.",Portugal,Universidade de Lisboa
18943,,FMF,Santos,"Grouf of BioNanoSciences - Drug Delivery and Immunoengineering, Research Institute for Medicines (iMed.ULisboa), Department of Pharmacy, Pharmacology and Health Technologies, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, 1649-003, Portugal.",Portugal,Universidade de Lisboa
18944,,Á,Martínez-Barriocanal,"Group of Molecular Oncology, Lleida Biomedical Research Institute (IRBLleida), Lleida, 25198, Spain.",Spain,Lleida Biomedical Research Institute (IRBLleida)
18945,,D,Arango,"Group of Molecular Oncology, Lleida Biomedical Research Institute (IRBLleida), Lleida, 25198, Spain.",Spain,Lleida Biomedical Research Institute (IRBLleida)
18946,,AS,Viana,"Centro de Química Estrutural, Departamento de Química e Bioquímica, Institute of Molecular Sciences, Faculty of Sciences, Universidade de Lisboa, Lisbon, 1749-016, Portugal.",Portugal,Universidade de Lisboa
18947,,PMP,Góis,"Grouf of BioNanoSciences - Drug Delivery and Immunoengineering, Research Institute for Medicines (iMed.ULisboa), Department of Pharmacy, Pharmacology and Health Technologies, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, 1649-003, Portugal.",Portugal,Universidade de Lisboa
18948,,LC,Silva,"Grouf of BioNanoSciences - Drug Delivery and Immunoengineering, Research Institute for Medicines (iMed.ULisboa), Department of Pharmacy, Pharmacology and Health Technologies, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, 1649-003, Portugal.",Portugal,Universidade de Lisboa
18949,,CMP,Rodrigues,"Grouf of BioNanoSciences - Drug Delivery and Immunoengineering, Research Institute for Medicines (iMed.ULisboa), Department of Pharmacy, Pharmacology and Health Technologies, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, 1649-003, Portugal.",Portugal,Universidade de Lisboa
18950,,L,Graca,"Faculdade de Medicina, Instituto de Medicina Molecular João Lobo Antunes, Lisbon Academic Medical Center, Universidade de Lisboa, Lisbon, 1649-028, Portugal.",Portugal,Universidade de Lisboa
18951,,R,Jordan,"Department of Chemistry, Faculty of Chemistry and Food Chemistry, School of Science, Technische Universität Dresden, 01062, Dresden, Germany.",Germany,Technische Universität Dresden
18952,,R,Satchi-Fainaro,"Department of Physiology and Pharmacology, Faculty of Medicine, Sagol School of Neuroscience, Tel Aviv University, Tel Aviv, 69978, Israel.",Israel,Tel Aviv University
18953,,HF,Florindo,"Grouf of BioNanoSciences - Drug Delivery and Immunoengineering, Research Institute for Medicines (iMed.ULisboa), Department of Pharmacy, Pharmacology and Health Technologies, Faculty of Pharmacy, Universidade de Lisboa, Lisbon, 1649-003, Portugal.",Portugal,Universidade de Lisboa
18954,,M,Bonelli,"Department of Biosciences, University of Milano, 20133 Milano, Italy.",Italy,University of Milano
18955,,D,Bruno,"Department of Biotechnology and Life Sciences, University of Insubria, 21100 Varese, Italy.",Italy,University of Insubria
18956,,M,Brilli,"Pediatric Clinical Research Center ""Romeo ed Enrica Invernizzi"", University of Milano, 20133 Milano, Italy.",Italy,University of Milano
18957,,N,Gianfranceschi,"Department of Biosciences, University of Milano, 20133 Milano, Italy.",Italy,University of Milano
18958,,L,Tian,"Guangdong Provincial Key Laboratory of Agro-animal Genomics and Molecular Breeding/Guangdong Provincial Sericulture and Mulberry Engineering Research Center, College of Animal Science, South China Agricultural University, Guangzhou 510642, China.",China,South China Agricultural University
18959,,G,Tettamanti,"BAT Center-Interuniversity Center for Studies on Bioinspired Agro-Environmental Technology, University of Napoli Federico II, 80138 Napoli, Italy.",Italy,BAT Center-Interuniversity Center for Studies on Bioinspired Agro-Environmental Technology
18960,,S,Caccia,"Department of Agricultural Sciences, University of Napoli Federico II, 80055 Portici (NA), Italy.",Italy,University of Napoli Federico II
18961,,M,Casartelli,"BAT Center-Interuniversity Center for Studies on Bioinspired Agro-Environmental Technology, University of Napoli Federico II, 80138 Napoli, Italy.",Italy,BAT Center-Interuniversity Center for Studies on Bioinspired Agro-Environmental Technology
18962,,J,Rizzo,"Unité Biologie des ARN des Pathogènes Fongiques Département de Mycologie, Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18963,,SSW,Wong,"Unité Mycologie Moléculaire, CNRS UMR2000 Département de Mycologie, Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18964,,AD,Gazi,"Ultrastructural Bio-Imaging, UTechS UBI, CNRS UMR 3528 Département de Biologie cellulaire et infection, Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18965,,F,Moyrand,"Unité Biologie des ARN des Pathogènes Fongiques Département de Mycologie, Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18966,,T,Chaze,"Plateforme Protéomique, Unité de Spectrométrie de Masse pour la Biologie (MSBio), CNRS UMR 2000 Centre de Ressources et Recherches Technologiques (C2RT), Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18967,,PH,Commere,"Cytometry and Biomarkers Centre de Ressources et Recherches Technologiques (C2RT), Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18968,,S,Novault,"Cytometry and Biomarkers Centre de Ressources et Recherches Technologiques (C2RT), Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18969,,M,Matondo,"Plateforme Protéomique, Unité de Spectrométrie de Masse pour la Biologie (MSBio), CNRS UMR 2000 Centre de Ressources et Recherches Technologiques (C2RT), Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18970,,G,Péhau-Arnaudet,"Ultrastructural Bio-Imaging, UTechS UBI, CNRS UMR 3528 Département de Biologie cellulaire et infection, Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18971,,FCG,Reis,Centro de Desenvolvimento Tecnologico em Saude (CDTS-Fiocruz) São Paulo Brazil.,Centro de Desenvolvimento Tecnologico em Saude,Unparsed
18972,,M,Vos,"NanoImaging Core Facility Centre de Ressources et Recherches Technologiques (C2RT), Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18973,,LR,Alves,Instituto Carlos Chagas Fundação Oswaldo Cruz (FIOCRUZ) Curitiba Brazil.,Instituto Carlos Chagas,Instituto Carlos Chagas Fundação Oswaldo Cruz (FIOCRUZ) Curitiba Brazil.
18974,,RC,May,Institute of Microbiology and Infection and School of Biosciences University of Birmingham Birmingham B15 2TT UK.,Institute of Microbiology and Infection and School of Biosciences University of Birmingham Birmingham,Institute of Microbiology and Infection and School of Biosciences University of Birmingham Birmingham B15 2TT UK.
18975,,L,Nimrichter,Instituto de Microbiologia Paulo de Góes (IMPG) Universidade Federal do Rio de Janeiro Rio de Janeiro Brazil.,Instituto de Microbiologia Paulo de,Instituto de Microbiologia Paulo de Góes (IMPG) Universidade Federal do Rio de Janeiro Rio de Janeiro Brazil.
18976,,ML,Rodrigues,Instituto de Microbiologia Paulo de Góes (IMPG) Universidade Federal do Rio de Janeiro Rio de Janeiro Brazil.,Instituto de Microbiologia Paulo de,Instituto de Microbiologia Paulo de Góes (IMPG) Universidade Federal do Rio de Janeiro Rio de Janeiro Brazil.
18977,,V,Aimanianda,"Unité Mycologie Moléculaire, CNRS UMR2000 Département de Mycologie, Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18978,,G,Janbon,"Unité Biologie des ARN des Pathogènes Fongiques Département de Mycologie, Institut Pasteur, F-75015 Paris France.",,Institut Pasteur
18979,,Q,Li,"University of Chinese Academy of Sciences, Beijing 100049, China.",China,University of Chinese Academy of Sciences
18980,,Y,Wang,"CAS Key Laboratory of Plant Resources, Institute of Botany, Chinese Academy of Science, Beijing 100093, China.",China,Institute of Botany
18981,,H,Zhou,"University of Chinese Academy of Sciences, Beijing 100049, China.",China,University of Chinese Academy of Sciences
18982,,Y,Liu,"University of Chinese Academy of Sciences, Beijing 100049, China.",China,University of Chinese Academy of Sciences
18983,,DK,Gichuki,"University of Chinese Academy of Sciences, Beijing 100049, China.",China,University of Chinese Academy of Sciences
18984,,Y,Hou,"University of Chinese Academy of Sciences, Beijing 100049, China.",China,University of Chinese Academy of Sciences
18985,,J,Zhang,"Key Lab for Conservation and Utilization of Subtropical AgroBiological Resources and Guangxi Key Lab for Sugarcane Biology, Guangxi University, Nanning 530004, China.",China,Guangxi University
18986,,R,Aryal,"Department of Horticultural Science, North Carolina State University, Raleigh, NC 27695, USA.",USA,North Carolina State University
18987,,G,Hu,"Sino-Africa Joint Research Center, Chinese Academy of Sciences, Wuhan 430074, China.",China,Chinese Academy of Sciences
18988,,T,Wan,"Sino-Africa Joint Research Center, Chinese Academy of Sciences, Wuhan 430074, China.",China,Chinese Academy of Sciences
18989,,SG,Amenu,"University of Chinese Academy of Sciences, Beijing 100049, China.",China,University of Chinese Academy of Sciences
18990,,RW,Gituru,"Department of Botany, Jomo Kenyatta University of Agriculture and Technology, 62000-00200, Nairobi, Kenya.",Kenya,Jomo Kenyatta University of Agriculture and Technology
18991,,H,Xin,"Sino-Africa Joint Research Center, Chinese Academy of Sciences, Wuhan 430074, China.",China,Chinese Academy of Sciences
18992,,Q,Wang,"Sino-Africa Joint Research Center, Chinese Academy of Sciences, Wuhan 430074, China.",China,Chinese Academy of Sciences
18993,,R,Mateos Fernández,"Institute for Plant Molecular and Cell Biology (IBMCP), UPV-CSIC, Valencia, Spain.",Spain,Institute for Plant Molecular and Cell Biology (IBMCP)
18994,,M,Petek,"Department of Biotechnology and Systems Biology, National Institute of Biology, Ljubljana, Slovenia.",Slovenia,National Institute of Biology
18995,,I,Gerasymenko,"Plant Biotechnology and Metabolic Engineering, Technische Universität Darmstadt, Darmstadt, Germany.",Germany,Technische Universität Darmstadt
18996,,M,Juteršek,"Jožef Stefan International Postgraduate School, Ljubljana, Slovenia.",Slovenia,Jožef Stefan International Postgraduate School
18997,,Š,Baebler,"Department of Biotechnology and Systems Biology, National Institute of Biology, Ljubljana, Slovenia.",Slovenia,National Institute of Biology
18998,,K,Kallam,"Earlham Institute, Norwich Research Park, Norfolk, UK.",UK,Earlham Institute
18999,,E,Moreno Giménez,"Institute for Plant Molecular and Cell Biology (IBMCP), UPV-CSIC, Valencia, Spain.",Spain,Institute for Plant Molecular and Cell Biology (IBMCP)
19000,,J,Gondolf,"Institut für Philosophie, Technische Universität Darmstadt, Darmstadt, Germany.",Germany,Technische Universität Darmstadt
19001,,A,Nordmann,"Institut für Philosophie, Technische Universität Darmstadt, Darmstadt, Germany.",Germany,Technische Universität Darmstadt
19002,,K,Gruden,"Department of Biotechnology and Systems Biology, National Institute of Biology, Ljubljana, Slovenia.",Slovenia,National Institute of Biology
19003,,D,Orzaez,"Institute for Plant Molecular and Cell Biology (IBMCP), UPV-CSIC, Valencia, Spain.",Spain,Institute for Plant Molecular and Cell Biology (IBMCP)
19004,,NJ,Patron,"Earlham Institute, Norwich Research Park, Norfolk, UK.",UK,Earlham Institute
19005,,Y,Zhang,"Department of Biochemistry and Molecular Biology, University of Massachusetts Amherst, Amherst, Massachusetts, 01003, USA.",USA,University of Massachusetts Amherst
19006,,H,Yang,"Department of Biochemistry and Molecular Biology, University of Massachusetts Amherst, Amherst, Massachusetts, 01003, USA.",USA,University of Massachusetts Amherst
19007,,D,Turra,"Departamento de Genetica, Universidad de Cordoba, 14071, Cordoba, Spain.",Spain,Universidad de Cordoba
19008,,S,Zhou,"Laboratory for Molecular and Computational Genomics, Laboratory of Genetics and Department of Chemistry, University of Wisconsin-Madison, Madison, Wisconsin, 53706, USA.",USA,University of Wisconsin-Madison
19009,,DH,Ayhan,"Department of Biochemistry and Molecular Biology, University of Massachusetts Amherst, Amherst, Massachusetts, 01003, USA.",USA,University of Massachusetts Amherst
19010,,GA,DeIulio,"Department of Biochemistry and Molecular Biology, University of Massachusetts Amherst, Amherst, Massachusetts, 01003, USA.",USA,University of Massachusetts Amherst
19011,,L,Guo,"School of Electronics and Information Engineering, Xi'an Jiaotong University, Xi'an, Shaanxi Province, China.",China,Xi'an Jiaotong University
19012,,K,Broz,"USDA ARS Cereal Disease Laboratory, University of Minnesota, St. Paul, Minnesota, 55108, USA.",USA,University of Minnesota
19013,,N,Wiederhold,"Department of Pathology, University of Texas Health Science Center at San Antonio, San Antonio, Texas, 78229, USA.",USA,University of Texas Health Science Center at San Antonio
19014,,JJ,Coleman,"Department of Entomology and Plant Pathology, Auburn University, Auburn, Alabama, 36849, USA.",USA,Auburn University
19015,,KO,Donnell,"National Center for Agricultural Utilization Research, US Department of Agriculture, Agricultural Research Service, Peoria, Illinois, 61604, USA.",USA,Unparsed
19016,,I,Youngster,"Division of Infectious Diseases, Boston Children's Hospital, Boston, Massachusetts, 02115, USA.",USA,Unparsed
19017,,AJ,McAdam,"Department of Laboratory Medicine, Boston Children's Hospital, Boston, Massachusetts, 02115, USA.",USA,Department of Laboratory Medicine
19018,,S,Savinov,"Department of Biochemistry and Molecular Biology, University of Massachusetts Amherst, Amherst, Massachusetts, 01003, USA.",USA,University of Massachusetts Amherst
19019,,T,Shea,"Broad Institute of Harvard and MIT, Cambridge, Massachusetts, 02114, USA.",USA,Broad Institute of Harvard and MIT
19020,,S,Young,"Broad Institute of Harvard and MIT, Cambridge, Massachusetts, 02114, USA.",USA,Broad Institute of Harvard and MIT
19021,,Q,Zeng,"Broad Institute of Harvard and MIT, Cambridge, Massachusetts, 02114, USA.",USA,Broad Institute of Harvard and MIT
19022,,M,Rep,"Swammerdam Institute for Life Science, University of Amsterdam, Amsterdam, The Netherlands.",The Netherlands,University of Amsterdam
19023,,E,Pearlman,"Institute for Immunology, Physiology and Biophysics, University of California-Irvine, Irvine, California, 92697, USA.",USA,University of California-Irvine
19024,,DC,Schwartz,"Laboratory for Molecular and Computational Genomics, Laboratory of Genetics and Department of Chemistry, University of Wisconsin-Madison, Madison, Wisconsin, 53706, USA.",USA,University of Wisconsin-Madison
19025,,A,Di Pietro,"Departamento de Genetica, Universidad de Cordoba, 14071, Cordoba, Spain.",Spain,Universidad de Cordoba
19026,,HC,Kistler,"USDA ARS Cereal Disease Laboratory, University of Minnesota, St. Paul, Minnesota, 55108, USA.",USA,University of Minnesota
